,Unnamed: 0,Адрес обращения,Дом,Дата,текст обращения,ids,listTextAppealLem
123,123,улица Винокурова,69,2021-06-08 08:54:30.439,"Поменять покрытие детской площадки, благоустроить тротуар с торца дома №69 по ул. Винокурова.",10123,"['поменять', 'покрытие', 'детский', 'площадка', 'благоустраивать', 'тротуар', 'торец', 'дома', '№', '69', 'ул', 'винокуров']"
124,124,бульвар Солнечный,20 корп. 1,2021-06-06 08:18:27.456,"Благоустройство остановок,территории,светафора.",10124,"['благоустройство', 'остановка', 'территория', 'светафора']"
125,125,бульвар А.Миттова,25,2021-06-11 09:23:25.582,Необходимо сделать дополнительную автостоянку около нашего дома по адресу б-р Миттова 25,10125,"['необходимо', 'сделать', 'дополнительный', 'автостоянка', 'около', 'наш', 'дом', 'адрес', 'б', '-', 'р', 'миттов', '25']"
126,126,бульвар А.Миттова,25,2021-06-11 09:28:22.518,"Банкомата ВТБ рядом нету
Хотелось бы чтобы был",10126,"['банкомат', 'втб', 'рядом', 'нету', 'хотеться']"
127,127,улица Промышленная,10,2021-06-11 02:15:11.694,"Благоустройство детской площадки по ул.Промышленная 10, ремонт кровли",10127,"['благоустройство', 'детский', 'площадка', 'ул', 'промышленный', '10', 'ремонт', 'кровля']"
128,128,бульвар А.Миттова,21,2021-06-11 09:42:45.753,"Покрытие возле подъездов не из доброкачественного материала, нужно поменять - весь мусор заходит в подъезд. Образовалась канава у арки, жкх не обращает на это внимание",10128,"['покрытие', 'возле', 'подъезд', 'доброкачественный', 'материал', 'нужно', 'поменять', ' - ', 'весь', 'мусор', 'заходить', 'подъезд', 'образовываться', 'канава', 'арка', 'жкх', 'обращать', 'внимание']"
129,129,проспект Тракторостроителей,54,2021-06-06 15:25:40.658,Желаю творческих успехов.,10129,"['желать', 'творческий', 'успех']"
130,130,улица Эльменя,34,2021-06-04 22:53:51.993,построить школу в Финской долине,10130,"['построить', 'школа', 'финский', 'долина']"
131,131,бульвар А.Миттова,2,2021-06-12 05:34:11.862,Нет крупного тц и фск,10131,"['крупный', 'тц', 'фск']"
132,132,улица Нижняя,57,2021-06-06 22:51:47.126,Улучшить вывоз мусора.,10132,"['улучшать', 'вывоз', 'мусор']"
133,133,улица Цивильская,7,2021-06-14 00:23:53.954,Сделать тротуар к подходу к садику №73 и тротуар по проспекту Валькевича,10133,"['сделать', 'тротуар', 'подход', 'садик', '№', '73', 'тротуар', 'проспект', 'валькевич']"
134,134,улица Энтузиастов,13,2021-07-06 13:01:12.168,"Детская площадка.
Оплата коммунальных услуг в одной квитанции от ОЗОНА.
",10134,"['детский', 'площадка', 'оплата', 'коммунальный', 'услуга', 'квитанция', 'озон']"
135,135,улица Энтузиастов,13,2021-06-10 16:27:22.365,"дет площадку, оплату коммун.услуг одной квитанцией",10135,"['дет', 'площадка', 'оплата', 'коммуна', 'услуга', 'квитанция']"
136,136,улица Кукшумская,9,2021-06-11 20:52:56.704,"Прошу починить  тротуар от Кукшумской до остановки ""ботанический сад"".",10136,"['просить', 'починять', 'тротуар', 'кукшумский', 'остановка', ' ""', 'ботанический', 'сад', '""']"
